slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
quicknode-mainnet-enterprise,!provider:quicknode-enterprise-recent-state,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/stellar)""]",,,,,,mainnet,,,,,,,,,,,,"[""horizon""]",,,,,,
quicknode-testnet-enterprise,!provider:quicknode-enterprise-recent-state,"[""[Contact](https://www.quicknode.com/contact-us?inquiry_topic=Enterprise%20Plan%20Upgrade)"",""[Docs](https://www.quicknode.com/docs/stellar)""]",,,,,,testnet,,,,,,,,,,,,"[""horizon""]",,,,,,
subquery-mainnet-pay-as-you-go-indexer,!provider:subquery-pay-as-you-go-indexer,"[""[Buy](https://subquery.network/doc/subquery_network/node_operators/rewards.html#pricing-strategy)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/stellar.html#stellar-soroban-combined-quick-start)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-enterprise-indexer,!provider:thegraph-enterprise-indexer,"[""[Contact](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/stellar/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-free-indexer,!provider:thegraph-free-indexer,"[""[Website](https://thegraph.com/subgraphs/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/stellar/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-pay-as-you-go-indexer,!provider:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/stellar/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
gateway-fm-mainnet-free-recent-state,Gateway.fm,"[""[Website](https://gateway.fm/rpc/)""]",,Free,Pruned,RPC,EVM JSON-RPC,mainnet,$0,$0,NULL,NULL,NULL,,,,,FALSE,TRUE,"[""eth_* methods""]","[""130M req/mo"",""50 rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Continuous Monitoring"",""DDoS Protection & API Rate Limiting""]","[""Real-time Monitoring"",""Performance Metrics"",""Uptime and Reliability"",""Throughput Monitoring""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null
gateway-fm-mainnet-public-recent-state,Gateway.fm,"[""[Website](https://gateway.fm/rpc/)""]",,Public,Pruned,RPC,EVM JSON-RPC,mainnet,Custom,Custom,NULL,NULL,NULL,,,,,FALSE,TRUE,"[""eth_* methods""]","[""75M req/mo"",""30 rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Continuous Monitoring"",""DDoS Protection & API Rate Limiting""]","[""Real-time Monitoring"",""Performance Metrics"",""Uptime and Reliability"",""Throughput Monitoring""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null
gateway-fm-mainnet-enterprise-recent-state,Gateway.fm,"[""[Website](https://gateway.fm/rpc/)""]",,Enterprise,Pruned,RPC,EVM JSON-RPC,mainnet,Custom,Custom,NULL,NULL,NULL,99.99%,,,,FALSE,TRUE,"[""eth_* methods""]","[""Custom""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Continuous Monitoring"",""DDoS Protection & API Rate Limiting""]","[""Real-time Monitoring"",""Performance Metrics"",""Uptime and Reliability"",""Throughput Monitoring""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null
gateway-fm-mainnet-dedicated-recent-state,Gateway.fm,"[""[Website](https://gateway.fm/rpc/)""]",,Dedicated,Pruned,RPC,EVM JSON-RPC,mainnet,Custom,Custom,NULL,NULL,NULL,99.99%,,,,FALSE,TRUE,"[""eth_* methods""]","[""Custom""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Continuous Monitoring"",""DDoS Protection & API Rate Limiting""]","[""Real-time Monitoring"",""Performance Metrics"",""Uptime and Reliability"",""Throughput Monitoring""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null
gateway-fm-mainnet-basic,Gateway.fm,"[""[Website](https://gateway.fm/indexer/)""]",Basic,Basic,Archive,Indexed Data,Custom,mainnet,$2K/mo,,NULL,NULL,NULL,100%,,,24h response,FALSE,FALSE,"[""EVM Smart Contract Event Indexing"",""Real-Time Data Streaming"",""Swagger-Based API""]","[""1K rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Privacy Protection"",""Enterprise Security Frameworks""]","[""Performance Metrics"",""Uptime and Reliability"",""Real-time Data Streaming"",""Customizable Dashboards""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null
gateway-fm-mainnet-pro,Gateway.fm,"[""[Website](https://gateway.fm/indexer/)""]",Pro,Pro,Archive,Indexed Data,Custom,mainnet,$4K/mo,,NULL,NULL,NULL,100%,,,,FALSE,FALSE,"[""EVM Smart Contract Event Indexing"",""Real-Time Data Streaming"",""Swagger-Based API""]","[""1K rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Privacy Protection"",""Enterprise Security Frameworks""]","[""Performance Metrics"",""Uptime and Reliability"",""Real-time Data Streaming"",""Customizable Dashboards""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null
gateway-fm-mainnet-pro-plus,Gateway.fm,"[""[Website](https://gateway.fm/indexer/)""]",Pro+,Pro+,Archive,Indexed Data,Custom,mainnet,$1K/mo,,NULL,NULL,NULL,100%,,,,FALSE,FALSE,"[""EVM Smart Contract Event Indexing"",""Real-Time Data Streaming"",""Swagger-Based API""]","[""1K rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Privacy Protection"",""Enterprise Security Frameworks""]","[""Performance Metrics"",""Uptime and Reliability"",""Real-time Data Streaming"",""Customizable Dashboards""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null
gateway-fm-mainnet-enterprise,Gateway.fm,"[""[Website](https://gateway.fm/indexer/)""]",Enterprise,Enterprise,Archive,Indexed Data,Custom,mainnet,Custom,,NULL,NULL,NULL,100%,,,24h response,FALSE,FALSE,"[""EVM Smart Contract Event Indexing"",""Real-Time Data Streaming"",""Swagger-Based API""]","[""1K rps""]","[""Zero-Trust Architecture"",""End-to-End Encryption"",""Privacy Protection"",""Enterprise Security Frameworks""]","[""Performance Metrics"",""Uptime and Reliability"",""Real-time Data Streaming"",""Customizable Dashboards""]","[""Global""]","[""High Performance and Scalability"",""Flexible Database Configuration"",""Custom Middleware for Complex Calculations"",""Developer-Friendly APIs""]",null
