slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
node-real-mainnet-semita-full-archive,!provider:node-real-semita-full-archive,"[""[Contact](https://docs.google.com/forms/d/e/1FAIpQLSe6LIIVXNqZR1JrMOLaToNAk7v21zgmYoExDuvaHXicA-bnJg/viewform)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-free-recent-state,!provider:node-real-free-recent-state,"[""[Website](https://nodereal.io/api-marketplace/bsc-rpc)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-growth-recent-state,!provider:node-real-growth-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-team-recent-state,!provider:node-real-team-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-business-recent-state,!provider:node-real-business-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-semita-recent-state,!provider:node-real-semita-recent-state,"[""[Contact](https://docs.google.com/forms/d/e/1FAIpQLSe6LIIVXNqZR1JrMOLaToNAk7v21zgmYoExDuvaHXicA-bnJg/viewform)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
node-real-testnet-free-full-archive,!provider:node-real-free-full-archive,"[""[Website](https://nodereal.io/api-marketplace/bsc-rpc)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-testnet-growth-full-archive,!provider:node-real-growth-full-archive,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-testnet-team-full-archive,!provider:node-real-team-full-archive,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-testnet-business-full-archive,!provider:node-real-business-full-archive,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-testnet-semita-full-archive,!provider:node-real-semita-full-archive,"[""[Contact](https://docs.google.com/forms/d/e/1FAIpQLSe6LIIVXNqZR1JrMOLaToNAk7v21zgmYoExDuvaHXicA-bnJg/viewform)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-testnet-free-recent-state,!provider:node-real-free-recent-state,"[""[Website](https://nodereal.io/api-marketplace/bsc-rpc)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-testnet-growth-recent-state,!provider:node-real-growth-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-testnet-team-recent-state,!provider:node-real-team-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-testnet-business-recent-state,!provider:node-real-business-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-testnet-semita-recent-state,!provider:node-real-semita-recent-state,"[""[Contact](https://docs.google.com/forms/d/e/1FAIpQLSe6LIIVXNqZR1JrMOLaToNAk7v21zgmYoExDuvaHXicA-bnJg/viewform)"",""[Docs](https://docs.nodereal.io/reference/eth-accounts-bnb-chainl)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-free,NodeReal,"[""[Website](https://nodereal.io/api-marketplace/graphql-pancakeswap-free)""]",Free,Free,Archive,Indexed Data,Custom,mainnet,$0,,NULL,NULL,NULL,99.80%,,,,FALSE,TRUE,"[""PancakeFactory"",""Bundle"",""Token"",""Pair"",""PancakeDayData"",""PairDayData"",""PairHourData""]","[""200 queries/day"",""100M CUs"",""300 CUPS""]","[""NodeReal's quota and rate limits""]","[""Platform overview"",""Token tracking"",""Pair analysis""]","[""Global""]","[""Performance Boosts"",""Data Query Types"",""Supported Use Cases""]",null
node-real-mainnet-premium,NodeReal,"[""[Website](https://nodereal.io/api-marketplace/graphql-pancakeswap)""]",Premium,Tiered,Archive,Indexed Data,Custom,mainnet,$299/mo,,NULL,NULL,NULL,99.80%,,,,FALSE,FALSE,"[""PancakeFactory"",""Bundle"",""Token"",""Pair"",""PancakeDayData"",""PairDayData"",""PairHourData""]","[""20K queries/day""]","[""NodeReal's quota and rate limits""]","[""Platform overview"",""Token tracking"",""Pair analysis""]","[""Global""]","[""Performance Boosts"",""Data Query Types"",""Supported Use Cases""]",null
