slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
sqd-testnet-free-indexer,!provider:sqd-free-indexer,"[""[Website](https://www.sqd.ai/network)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/?ph_cross_site=019976bd-8b2b-7de3-bb63-3565d79c7df2)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
sqd-testnet-pay-as-you-go-indexer,!provider:sqd-pay-as-you-go-indexer,"[""[Buy](https://docs.sqd.ai/cloud/pricing/#pay-as-you-go-prices)"",""[Docs](https://docs.sqd.ai/subsquid-network/reference/networks/?ph_cross_site=019976bd-8b2b-7de3-bb63-3565d79c7df2)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
subquery-mainnet-pay-as-you-go-full-archive,!provider:subquery-pay-as-you-go-full-archive,"[""[Website](https://app.subquery.network/explorer/project/0x06/overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
subquery-mainnet-pay-as-you-go-indexer,!provider:subquery-pay-as-you-go-indexer,"[""[Buy](https://subquery.network/doc/subquery_network/node_operators/plans.html#creating-a-fixed-price-plan)"",""[Docs](https://subquery.network/doc/indexer/quickstart/quickstart_chains/base.html)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
subquery-mainnet-public-full-archive,!provider:subquery-public-full-archive,"[""[Website](https://app.subquery.network/explorer/project/0x06/overview)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
subquery-testnet-pay-as-you-go-full-archive,!provider:subquery-pay-as-you-go-full-archive,"[""[Website](https://app.subquery.network/explorer/project/0x06/overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
subquery-testnet-public-full-archive,!provider:subquery-public-full-archive,"[""[Website](https://app.subquery.network/explorer/project/0x06/overview)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tatum-enterprise-mainnet-recent-state,!provider:tatum-enterprise-recent-state,"[""[Contact](https://tatum.io/get-in-touch)"",""[Docs](https://docs.tatum.io/reference/rpc-base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tatum-enterprise-testnet-recent-state,!provider:tatum-enterprise-recent-state,"[""[Contact](https://tatum.io/get-in-touch)"",""[Docs](https://docs.tatum.io/reference/rpc-base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tatum-free-mainnet-recent-state,!provider:tatum-free-recent-state,"[""[Website](https://tatum.io/chain/base)"",""[Docs](https://docs.tatum.io/reference/rpc-base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tatum-free-testnet-recent-state,!provider:tatum-free-recent-state,"[""[Website](https://tatum.io/chain/base)"",""[Docs](https://docs.tatum.io/reference/rpc-base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tatum-pay-as-you-go-mainnet-recent-state,!provider:tatum-pay-as-you-go-recent-state,"[""[Buy](https://tatum.io/pricing)"",""[Docs](https://docs.tatum.io/reference/rpc-base)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tatum-pay-as-you-go-testnet-recent-state,!provider:tatum-pay-as-you-go-recent-state,"[""[Buy](https://tatum.io/pricing)"",""[Docs](https://docs.tatum.io/reference/rpc-base)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tenderly-enterprise-mainnet-recent-state,!provider:tenderly-enterprise-recent-state,"[""[Contact](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tenderly-enterprise-testnet-recent-state,!provider:tenderly-enterprise-recent-state,"[""[Contact](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tenderly-free-mainnet-recent-state,!provider:tenderly-free-recent-state,"[""[Website](https://tenderly.co/)"",""[Docs](https://docs.tenderly.co/supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tenderly-free-testnet-recent-state,!provider:tenderly-free-recent-state,"[""[Website](https://tenderly.co/)"",""[Docs](https://docs.tenderly.co/supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tenderly-pay-as-you-go-mainnet-recent-state,!provider:tenderly-pay-as-you-go-recent-state,"[""[Buy](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/supported-networks)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tenderly-pay-as-you-go-testnet-recent-state,!provider:tenderly-pay-as-you-go-recent-state,"[""[Buy](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/supported-networks)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-enterprise-indexer,!provider:thegraph-enterprise-indexer,"[""[Contact](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/base/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-free-indexer,!provider:thegraph-free-indexer,"[""[Website](https://thegraph.com/networks/base/?subnetwork=base-mainnet)"",""[Docs](https://thegraph.com/docs/en/supported-networks/base/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-pay-as-you-go-indexer,!provider:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/base/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-testnet-enterprise-indexer,!provider:thegraph-enterprise-indexer,"[""[Contact](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/base/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thegraph-testnet-free-indexer,!provider:thegraph-free-indexer,"[""[Website](https://thegraph.com/networks/base/?subnetwork=base-sepolia)"",""[Docs](https://thegraph.com/docs/en/supported-networks/base/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thegraph-testnet-pay-as-you-go-indexer,!provider:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/base/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-enterprise-indexer,!provider:thirdweb-enterprise-indexer,"[""[Contact](https://thirdweb.com/pricing)"",""[Docs](https://portal.thirdweb.com/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-free-indexer,!provider:thirdweb-free-indexer,"[""[Website](https://thirdweb.com/base)"",""[Docs](https://portal.thirdweb.com/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-pay-as-you-go-indexer,!provider:thirdweb-pay-as-you-go-indexer,"[""[Buy](https://thirdweb.com/pricing)"",""[Docs](https://portal.thirdweb.com/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-enterprise-indexer,!provider:thirdweb-enterprise-indexer,"[""[Contact](https://thirdweb.com/pricing)"",""[Docs](https://portal.thirdweb.com/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-free-indexer,!provider:thirdweb-free-indexer,"[""[Website](https://thirdweb.com/base-sepolia-testnet)"",""[Docs](https://portal.thirdweb.com/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-pay-as-you-go-indexer,!provider:thirdweb-pay-as-you-go-indexer,"[""[Buy](https://thirdweb.com/pricing)"",""[Docs](https://portal.thirdweb.com/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
omnia-mainnet-free-recent-state,!provider:omnia-free-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
omnia-mainnet-pro-recent-state,!provider:omnia-pro-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
omnia-mainnet-pro-growth-recent-state,!provider:omnia-pro-growth-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
omnia-mainnet-pro-elite-recent-state,!provider:omnia-pro-elite-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
omnia-mainnet-enterprise-recent-state,!provider:omnia-enterprise-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-recent-state,!provider:quicknode-build-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-recent-state,!provider:quicknode-accelerate-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-recent-state,!provider:quicknode-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-recent-state,!provider:quicknode-business-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-enterprise-recent-state,!provider:quicknode-enterprise-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-full-archive,!provider:quicknode-build-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-full-archive,!provider:quicknode-accelerate-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-full-archive,!provider:quicknode-scale-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-full-archive,!provider:quicknode-business-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-enterprise-full-archive,!provider:quicknode-enterprise-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-build-recent-state,!provider:quicknode-build-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-accelerate-recent-state,!provider:quicknode-accelerate-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-scale-recent-state,!provider:quicknode-scale-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-business-recent-state,!provider:quicknode-business-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-enterprise-recent-state,!provider:quicknode-enterprise-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-build-full-archive,!provider:quicknode-build-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-accelerate-full-archive,!provider:quicknode-accelerate-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-scale-full-archive,!provider:quicknode-scale-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-business-full-archive,!provider:quicknode-business-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-testnet-enterprise-full-archive,!provider:quicknode-enterprise-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
moralis-mainnet-free-full-archive,!provider:moralis-free-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
moralis-mainnet-starter-full-archive,!provider:moralis-starter-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
moralis-mainnet-pro-full-archive,!provider:moralis-pro-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
moralis-mainnet-business-full-archive,!provider:moralis-business-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
moralis-mainnet-enterprise-full-archive,!provider:moralis-enterprise-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
moralis-testnet-free-full-archive,!provider:moralis-free-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
moralis-testnet-starter-full-archive,!provider:moralis-starter-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
moralis-testnet-pro-full-archive,!provider:moralis-pro-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
moralis-testnet-business-full-archive,!provider:moralis-business-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
moralis-testnet-enterprise-full-archive,!provider:moralis-enterprise-full-archive,,,,,,,testnet,,,,,,,,,,,,,,,,,,
moralis-mainnet-indexer-free,!provider:moralis-indexer-free,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
moralis-mainnet-indexer-starter,!provider:moralis-indexer-starter,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
moralis-mainnet-indexer-pro,!provider:moralis-indexer-pro,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
moralis-mainnet-indexer-business,!provider:moralis-indexer-business,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
moralis-mainnet-indexer-enterprise,!provider:moralis-indexer-enterprise,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
moralis-testnet-indexer-free,!provider:moralis-indexer-free,,,,,,,testnet,,,,,,,,,,,,,,,,,,
moralis-testnet-indexer-starter,!provider:moralis-indexer-starter,,,,,,,testnet,,,,,,,,,,,,,,,,,,
moralis-testnet-indexer-pro,!provider:moralis-indexer-pro,,,,,,,testnet,,,,,,,,,,,,,,,,,,
moralis-testnet-indexer-business,!provider:moralis-indexer-business,,,,,,,testnet,,,,,,,,,,,,,,,,,,
moralis-testnet-indexer-enterprise,!provider:moralis-indexer-enterprise,,,,,,,testnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-free-recent-state,!provider:node-real-free-recent-state,"[""[Website](https://nodereal.io/api-marketplace/base-rpc)"",""[Docs](https://docs.nodereal.io/reference/base-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-growth-recent-state,!provider:node-real-growth-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/base-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-team-recent-state,!provider:node-real-team-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/base-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-business-recent-state,!provider:node-real-business-recent-state,"[""[Buy](https://nodereal.io/pricing)"",""[Docs](https://docs.nodereal.io/reference/base-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
node-real-mainnet-semita-recent-state,!provider:node-real-semita-recent-state,"[""[Contact](https://docs.google.com/forms/d/e/1FAIpQLSe6LIIVXNqZR1JrMOLaToNAk7v21zgmYoExDuvaHXicA-bnJg/viewform)"",""[Docs](https://docs.nodereal.io/reference/base-rpc)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
