slug,provider,actionButtons,plan,nodeType,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,address
allthatnode-polygon-enterprise-archive,!provider:allthatnode-enterprise-full-archive,"[""[Buy](https://www.allthatnode.com/pricing.dsrv)"",""[Docs](https://docs.allthatnode.com/docs/welcome-to-all-that-node)""]",,,mainnet,,,,,,,,,,,,,,,,
ankr-polygon-free-archive,!provider:ankr-free-recent-state,"[""[Buy](https://www.ankr.com/web3-api)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#polygon)""]",,Full Archive,mainnet,,,,,,,,,,,,,,,,
ankr-polygon-pay-as-you-go-archive,!provider:ankr-pay-as-you-go-full-archive,"[""[Buy](https://www.ankr.com/web3-api)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#polygon)""]",,,mainnet,,,,,,,,,,,,,,,,
ankr-polygon-enterprise-archive,!provider:ankr-enterprise-recent-state,"[""[Buy](https://www.ankr.com/web3-api)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#polygon)""]",,Full Archive,mainnet,,,,,,,,,,,,,,,,
ankr-amoy-free-archive,!provider:ankr-free-recent-state,"[""[Buy](https://www.ankr.com/web3-api)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#polygon)""]",,Full Archive,amoy,,,,,,,,,,,,,,,,
ankr-amoy-pay-as-you-go-archive,!provider:ankr-pay-as-you-go-full-archive,"[""[Buy](https://www.ankr.com/web3-api)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#polygon)""]",,,amoy,,,,,,,,,,,,,,,,
ankr-amoy-enterprise-archive,!provider:ankr-enterprise-recent-state,"[""[Buy](https://www.ankr.com/web3-api)"",""[Docs](https://www.ankr.com/docs/rpc-service/chains/chains-list/#polygon)""]",,Full Archive,amoy,,,,,,,,,,,,,,,,
quicknode-polygon-pay-as-you-go-archive,!provider:quicknode-pay-as-you-go-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/polygon)""]",,,mainnet,,,,,,,,,,,,,,,,
quicknode-polygon-enterprise-archive,!provider:quicknode-enterprise-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/polygon)""]",,,mainnet,,,,,,,,,,,,,,,,
quicknode-amoy-pay-as-you-go-archive,!provider:quicknode-pay-as-you-go-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/polygon)""]",,,amoy,,,,,,,,,,,,,,,,
quicknode-amoy-enterprise-archive,!provider:quicknode-enterprise-full-archive,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/polygon)""]",,,amoy,,,,,,,,,,,,,,,,
blockpi-polygon-free-archive,!provider:blockpi-free-full-archive,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/polygon)""]",,,mainnet,,,,,,,,,,,,,,,,
blockpi-polygon-pay-as-you-go-archive,!provider:blockpi-pay-as-you-go-full-archive,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/polygon)""]",,,mainnet,,,,,,,,,,,,,,,,
blockpi-polygon-enterprise-archive,!provider:blockpi-enterprise-full-archive,"[""[Buy](https://blockpi.io/pricing/)"",""[Docs](https://docs.blockpi.io/build/api-reference/polygon)""]",,,mainnet,,,,,,,,,,,,,,,,
chainbase-polygon-free,!provider:chainbase-free-custom,"[""[Buy](https://platform.chainbase.com/pricing)"",""[Docs](https://docs.chainbase.com/platform/features/api/chain-rpc)""]",,,mainnet,,,,,,,,,,,,,,,,
chainbase-polygon-pay-as-you-go,!provider:chainbase-pay-as-you-go-custom,"[""[Buy](https://platform.chainbase.com/pricing)"",""[Docs](https://docs.chainbase.com/platform/features/api/chain-rpc)""]",,,mainnet,,,,,,,,,,,,,,,,
chainbase-polygon-enterprise,!provider:chainbase-enterprise-custom,"[""[Buy](https://platform.chainbase.com/pricing)"",""[Docs](https://docs.chainbase.com/platform/features/api/chain-rpc)""]",,,mainnet,,,,,,,,,,,,,,,,
chainnodes-polygon-free-archive,!provider:chainnodes-free-full-archive,"[""[Buy](https://www.chainnodes.org/pricing)"",""[Docs](https://www.chainnodes.org/docs)""]",,,mainnet,,,,,,,,,,,,,,,,
chainnodes-polgon-pay-as-you-go-archive,!provider:chainnodes-pay-as-you-go-full-archive,"[""[Buy](https://www.chainnodes.org/pricing)"",""[Docs](https://www.chainnodes.org/docs)""]",,,mainnet,,,,,,,,,,,,,,,,
chainstack-polygon-free,!provider:chainstack-free-recent-state,"[""[Buy](https://chainstack.com/pricing/)"",""[Docs](https://docs.chainstack.com/docs/)""]",,,mainnet,,,,,,,,,,,,,,,,
chainstack-polygon-pay-as-you-go-archive,!provider:chainstack-pay-as-you-go-full-archive,"[""[Buy](https://chainstack.com/pricing/)"",""[Docs](https://docs.chainstack.com/docs/)""]",,,mainnet,,,,,,,,,,,,,,,,
chainstack-polygon-enterprise-archive,!provider:chainstack-enterprise-full-archive,"[""[Buy](https://chainstack.com/pricing/)"",""[Docs](https://docs.chainstack.com/docs/)""]",,,mainnet,,,,,,,,,,,,,,,,
chainstack-amoy-free,!provider:chainstack-free-recent-state,"[""[Buy](https://chainstack.com/pricing/)"",""[Docs](https://docs.chainstack.com/docs/)""]",,,amoy,,,,,,,,,,,,,,,,
chainstack-amoy-pay-as-you-go-archive,!provider:chainstack-pay-as-you-go-full-archive,"[""[Buy](https://chainstack.com/pricing/)"",""[Docs](https://docs.chainstack.com/docs/)""]",,,amoy,,,,,,,,,,,,,,,,
chainstack-amoy-enterprise-archive,!provider:chainstack-enterprise-full-archive,"[""[Buy](https://chainstack.com/pricing/)"",""[Docs](https://docs.chainstack.com/docs/)""]",,,amoy,,,,,,,,,,,,,,,,
getblock-mainnet-free-recent-state,!provider:getblock-free-recent-state,"[""[Website](https://getblock.io/)"",""[Docs](https://docs.getblock.io/)""]",,,mainnet,,,,,,,,,,,,,,,,
getblock-mainnet-pay-as-you-go-recent-state,!provider:getblock-pay-as-you-go-recent-state,"[""[Buy](https://getblock.io/pricing/)"",""[Docs](https://docs.getblock.io/)""]",,,mainnet,,,,,,,,,,,,,,,,
getblock-mainnet-enterprise-recent-state,!provider:getblock-enterprise-recent-state,"[""[Contact](https://account.getblock.io/sign-up)"",""[Docs](https://docs.getblock.io/)""]",,,mainnet,,,,,,,,,,,,,,,,
getblock-mainnet-dedicated-recent-state,!provider:getblock-dedicated-recent-state,"[""[Contact](https://account.getblock.io/sign-up)"",""[Docs](https://docs.getblock.io/)""]",,,mainnet,,,,,,,,,,,,,,,,
getblock-mainnet-pay-as-you-go-full-archive,!provider:getblock-pay-as-you-go-full-archive,"[""[Buy](https://getblock.io/pricing/)"",""[Docs](https://docs.getblock.io/)""]",,,mainnet,,,,,,,,,,,,,,,,
getblock-mainnet-enterprise-full-archive,!provider:getblock-enterprise-full-archive,"[""[Contact](https://account.getblock.io/sign-up)"",""[Docs](https://docs.getblock.io/)""]",,,mainnet,,,,,,,,,,,,,,,,
getblock-mainnet-dedicated-full-archive,!provider:getblock-dedicated-full-archive,"[""[Contact](https://account.getblock.io/sign-up)"",""[Docs](https://docs.getblock.io/)""]",,,mainnet,,,,,,,,,,,,,,,,
getblock-amoy-free-recent-state,!provider:getblock-free-recent-state,"[""[Website](https://getblock.io/)"",""[Docs](https://docs.getblock.io/)""]",,,amoy,,,,,,,,,,,,,,,,
getblock-amoy-pay-as-you-go-recent-state,!provider:getblock-pay-as-you-go-recent-state,"[""[Buy](https://getblock.io/pricing/)"",""[Docs](https://docs.getblock.io/)""]",,,amoy,,,,,,,,,,,,,,,,
getblock-amoy-enterprise-recent-state,!provider:getblock-enterprise-recent-state,"[""[Contact](https://account.getblock.io/sign-up)"",""[Docs](https://docs.getblock.io/)""]",,,amoy,,,,,,,,,,,,,,,,
getblock-amoy-dedicated-recent-state,!provider:getblock-dedicated-recent-state,"[""[Contact](https://account.getblock.io/sign-up)"",""[Docs](https://docs.getblock.io/)""]",,,amoy,,,,,,,,,,,,,,,,
getblock-amoy-pay-as-you-go-full-archive,!provider:getblock-pay-as-you-go-full-archive,"[""[Buy](https://getblock.io/pricing/)"",""[Docs](https://docs.getblock.io/)""]",,,amoy,,,,,,,,,,,,,,,,
getblock-amoy-enterprise-full-archive,!provider:getblock-enterprise-full-archive,"[""[Contact](https://account.getblock.io/sign-up)"",""[Docs](https://docs.getblock.io/)""]",,,amoy,,,,,,,,,,,,,,,,
getblock-amoy-dedicated-full-archive,!provider:getblock-dedicated-full-archive,"[""[Contact](https://account.getblock.io/sign-up)"",""[Docs](https://docs.getblock.io/)""]",,,amoy,,,,,,,,,,,,,,,,
