slug,provider,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,verifiedUptime,verifiedLatency,verifiedBlocksBehindAvg,uptimeSla,bandwidthSla,blocksBehindSla,supportSla,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address
ormi-mainnet-pay-as-you-go-indexer,!provider:ormi-pay-as-you-go-indexer,"[""[Buy](https://ormilabs.com/pricing)"",""[Docs](https://docs.ormilabs.com/supported-chains/subgraphs)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
ormi-testnet-enterprise-indexer,!provider:ormi-enterprise-indexer,"[""[Contact](https://calendly.com/ormilabs)"",""[Docs](https://docs.ormilabs.com/supported-chains/subgraphs)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
ormi-testnet-free-indexer,!provider:ormi-free-indexer,"[""[Website](https://ormilabs.com/chain-list/sonic/)"",""[Docs](https://docs.ormilabs.com/supported-chains/subgraphs)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
ormi-testnet-pay-as-you-go-indexer,!provider:ormi-pay-as-you-go-indexer,"[""[Buy](https://ormilabs.com/pricing)"",""[Docs](https://docs.ormilabs.com/supported-chains/subgraphs)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
publicnode-mainnet-public-recent-state,!provider:publicnode-public-recent-state,"[""[Website](https://sonic.publicnode.com/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
publicnode-testnet-public-recent-state,!provider:publicnode-public-recent-state,"[""[Website](https://sonic.publicnode.com/?blaze)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tatum-mainnet-enterprise-full-archive,!provider:tatum-enterprise-full-archive,"[""[Contact](https://tatum.io/get-in-touch)"",""[Docs](https://docs.tatum.io/reference/rpc-sonic)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tatum-mainnet-enterprise-recent-state,!provider:tatum-enterprise-recent-state,"[""[Contact](https://tatum.io/get-in-touch)"",""[Docs](https://docs.tatum.io/reference/rpc-sonic)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tatum-mainnet-free-recent-state,!provider:tatum-free-recent-state,"[""[Website](https://tatum.io/chain/sonic)"",""[Docs](https://docs.tatum.io/reference/rpc-sonic)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tatum-mainnet-pay-as-you-go-full-archive,!provider:tatum-pay-as-you-go-full-archive,"[""[Buy](https://tatum.io/pricing)"",""[Docs](https://docs.tatum.io/reference/rpc-sonic)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tatum-mainnet-pay-as-you-go-recent-state,!provider:tatum-pay-as-you-go-recent-state,"[""[Buy](https://tatum.io/pricing)"",""[Docs](https://docs.tatum.io/reference/rpc-sonic)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tatum-testnet-enterprise-full-archive,!provider:tatum-enterprise-full-archive,"[""[Contact](https://tatum.io/get-in-touch)"",""[Docs](https://docs.tatum.io/reference/rpc-sonic)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tatum-testnet-enterprise-recent-state,!provider:tatum-enterprise-recent-state,"[""[Contact](https://tatum.io/get-in-touch)"",""[Docs](https://docs.tatum.io/reference/rpc-sonic)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tatum-testnet-free-recent-state,!provider:tatum-free-recent-state,"[""[Website](https://tatum.io/chain/sonic)"",""[Docs](https://docs.tatum.io/reference/rpc-sonic)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tatum-testnet-pay-as-you-go-full-archive,!provider:tatum-pay-as-you-go-full-archive,"[""[Buy](https://tatum.io/pricing)"",""[Docs](https://docs.tatum.io/reference/rpc-sonic)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tatum-testnet-pay-as-you-go-recent-state,!provider:tatum-pay-as-you-go-recent-state,"[""[Buy](https://tatum.io/pricing)"",""[Docs](https://docs.tatum.io/reference/rpc-sonic)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tenderly-mainnet-enterprise-recent-state,!provider:tenderly-enterprise-recent-state,"[""[Contact](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/node/rpc-reference/sonic)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tenderly-mainnet-free-recent-state,!provider:tenderly-free-recent-state,"[""[Website](https://tenderly.co/)"",""[Docs](https://docs.tenderly.co/node/rpc-reference/sonic)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tenderly-mainnet-pay-as-you-go-recent-state,!provider:tenderly-pay-as-you-go-recent-state,"[""[Buy](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/node/rpc-reference/sonic)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
tenderly-testnet-enterprise-recent-state,!provider:tenderly-enterprise-recent-state,"[""[Contact](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/node/rpc-reference/sonic-blaze)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tenderly-testnet-free-recent-state,!provider:tenderly-free-recent-state,"[""[Website](https://tenderly.co/)"",""[Docs](https://docs.tenderly.co/node/rpc-reference/sonic-blaze)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
tenderly-testnet-pay-as-you-go-recent-state,!provider:tenderly-pay-as-you-go-recent-state,"[""[Buy](https://tenderly.co/pricing)"",""[Docs](https://docs.tenderly.co/node/rpc-reference/sonic-blaze)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-enterprise-indexer,!provider:thegraph-enterprise-indexer,"[""[Contact](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/sonic/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-free-indexer,!provider:thegraph-free-indexer,"[""[Website](https://thegraph.com/networks/sonic/?subnetwork=sonic)"",""[Docs](https://thegraph.com/docs/en/supported-networks/sonic/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thegraph-mainnet-pay-as-you-go-indexer,!provider:thegraph-pay-as-you-go-indexer,"[""[Buy](https://thegraph.com/studio-pricing/)"",""[Docs](https://thegraph.com/docs/en/supported-networks/sonic/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-enterprise-recent-state,!provider:thirdweb-enterprise-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-free-recent-state,!provider:thirdweb-free-recent-state,"[""[Website](https://thirdweb.com/sonic)"",""[Docs](https://portal.thirdweb.com/)""]",,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-mainnet-pay-as-you-go-recent-state,!provider:thirdweb-pay-as-you-go-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-enterprise-recent-state,!provider:thirdweb-enterprise-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-free-recent-state,!provider:thirdweb-free-recent-state,"[""[Website](https://thirdweb.com/sonic-blaze-testnet)"",""[Docs](https://portal.thirdweb.com/)""]",,,,,,testnet,,,,,,,,,,,,,,,,,,
thirdweb-testnet-pay-as-you-go-recent-state,!provider:thirdweb-pay-as-you-go-recent-state,,,,,,,testnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-recent-state,!provider:quicknode-build-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-recent-state,!provider:quicknode-accelerate-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-recent-state,!provider:quicknode-scale-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-recent-state,!provider:quicknode-business-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-enterprise-recent-state,!provider:quicknode-enterprise-recent-state,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-build-full-archive,!provider:quicknode-build-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-accelerate-full-archive,!provider:quicknode-accelerate-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-scale-full-archive,!provider:quicknode-scale-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-business-full-archive,!provider:quicknode-business-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
quicknode-mainnet-enterprise-full-archive,!provider:quicknode-enterprise-full-archive,,,,,,,mainnet,,,,,,,,,,,,,,,,,,
